Age (kyr),IRM@0.9 AF 120mT (A/m)
2558.48,0.204
2558.87,
2559.26,
2559.65,
2560.04,
2560.43,
2560.82,
2561.21,
2561.61,
2562.00,0.16
2562.39,0.164
2562.78,0.164
2563.17,0.162
2563.56,0.16
2563.95,0.158
2564.34,0.158
2564.73,0.158
2565.12,0.161
2565.52,0.165
2565.91,0.17
2566.30,0.174
2566.69,0.178
2567.08,0.183
2567.47,0.19
2567.86,0.197
2568.25,0.204
2568.64,0.21
2569.04,0.213
2569.43,0.213
2569.82,0.211
2570.21,0.206
2570.60,0.2
2570.99,0.193
2571.38,0.186
2571.77,0.18
2572.16,0.174
2572.56,0.17
2572.95,0.168
2573.34,0.166
2573.73,0.166
2574.12,0.166
2574.51,0.165
2574.90,0.165
2575.29,0.165
2575.68,0.165
2576.07,0.165
2576.47,0.166
2576.86,0.167
2577.25,0.168
2577.64,0.17
2578.03,0.172
2578.42,0.174
2578.81,0.175
2579.20,0.176
2579.59,0.177
2579.99,0.176
2580.38,0.176
2580.77,0.174
2581.16,0.172
2581.55,0.168
2581.94,0.163
2582.33,0.156
2582.72,0.148
2583.11,0.138
2583.50,0.128
2583.90,0.118
2584.29,0.107
2584.68,0.096
2585.07,0.0839
2585.46,0.0714
2585.85,
2586.24,
2589.66,
2590.12,
2590.57,0.0304
2591.03,0.0315
2591.49,0.0346
2591.94,0.0392
2592.40,0.0442
2592.86,0.0491
2593.31,0.0536
2593.77,0.0578
2594.22,0.0618
2594.68,0.0656
2595.14,0.0692
2595.59,0.0723
2596.05,0.075
2596.51,0.0773
2596.96,0.0798
2597.42,0.0828
2597.88,0.0872
2598.33,0.093
2598.79,0.101
2599.24,0.111
2599.70,0.125
2600.16,0.14
2600.61,0.157
2601.07,0.175
2601.53,0.194
2601.98,0.213
2602.44,0.231
2602.90,0.248
2603.35,0.263
2603.81,0.276
2604.26,0.285
2604.72,0.292
2605.18,0.297
2605.63,0.298
2606.09,0.297
2606.55,0.293
2607.00,0.287
2607.46,0.278
2607.92,0.267
2608.37,0.251
2608.83,0.229
2609.28,0.203
2609.74,0.17
2610.20,0.137
2610.65,0.107
2611.09,0.0824
2611.48,0.0641
2611.86,0.0505
2612.25,0.0409
2612.63,0.0349
2613.02,0.033
2613.40,0.0344
2613.79,0.0381
2614.17,0.0428
2614.56,0.0477
2614.96,0.0526
2615.35,0.0571
2615.75,0.0611
2616.15,0.0645
2616.54,0.0671
2616.94,0.0684
2617.34,
2617.73,
2618.13,
2618.53,
2618.92,
2619.32,
2619.72,
2620.11,
2620.51,0.133
2620.91,0.147
2621.31,0.157
2621.70,0.165
2622.10,0.171
2622.50,0.175
2622.89,0.177
2623.29,0.178
2623.69,0.177
2624.08,0.176
2624.48,0.174
2624.88,0.171
2625.27,0.167
2625.67,0.162
2626.07,0.157
2626.46,0.152
2626.86,0.146
2627.26,0.141
2627.65,0.134
2628.05,0.127
2628.45,0.118
2628.84,0.11
2629.24,0.101
2629.64,0.0917
2630.03,0.0828
2630.43,0.0739
2630.83,0.0657
2631.23,0.0584
2631.62,0.052
2632.02,0.0464
2632.53,0.0415
2633.04,0.0378
2633.55,0.0351
2634.05,0.0332
2634.56,0.0318
2635.07,0.0315
2635.58,0.0331
2636.09,0.0379
2636.59,0.0466
2637.10,0.0589
2637.61,0.0734
2638.12,0.0884
2638.62,0.103
2639.13,0.116
2639.57,0.129
2640.01,0.141
2640.46,0.152
2640.90,0.163
2641.34,0.174
2641.78,0.184
2642.22,0.193
2642.66,0.201
2643.10,0.208
2643.54,0.213
2643.98,0.217
2644.42,0.22
2644.87,0.222
2645.31,0.223
2645.75,0.225
2646.19,0.227
2646.63,0.229
2647.07,0.231
2647.51,0.232
2647.95,0.232
2648.39,0.231
2648.83,0.231
2649.28,0.23
2649.72,0.231
2650.16,0.232
2650.60,0.234
2651.04,0.237
2651.48,0.238
2651.92,0.237
2652.36,0.233
2652.80,
2653.24,
2653.69,
2654.13,
2654.57,
2655.01,
2655.45,
2655.89,0.176
2656.33,0.178
2656.77,0.175
2657.21,0.169
2657.65,0.16
2658.07,0.148
2658.37,0.135
2658.67,0.121
2658.97,0.108
2659.28,0.0964
2659.58,0.0871
2659.98,0.0805
2660.39,0.0767
2660.80,0.0752
2661.20,0.0755
2661.61,0.0772
2662.02,0.0796
2662.42,0.0821
2662.83,0.0847
2663.23,0.0877
2663.64,0.0912
2664.05,0.0948
2664.45,0.0988
2664.86,0.103
2665.26,0.109
2665.49,0.116
2665.71,0.124
2665.94,0.132
2666.17,0.141
2666.39,0.149
2666.62,0.157
2666.84,0.163
2667.07,0.169
2667.29,0.174
2667.52,0.177
2667.74,0.179
2667.97,0.18
2668.20,0.179
2668.42,0.177
2668.91,0.173
2669.41,0.169
2669.90,0.163
2670.39,0.157
2670.89,0.151
2671.38,0.145
2671.88,0.138
2672.37,0.132
2672.86,0.126
2673.36,0.121
2673.85,0.118
2674.34,0.116
2674.84,0.114
2675.33,0.112
2675.82,0.108
2676.32,0.104
2676.81,0.0975
2677.30,0.0905
2677.80,0.0837
2678.29,0.0779
2678.78,0.0735
2679.29,0.0721
2679.81,0.0744
2680.32,0.0801
2680.84,0.0879
2681.36,0.0955
2681.88,0.103
2682.39,0.11
2682.91,0.117
2683.43,0.125
2683.94,0.134
2684.46,0.143
2684.85,0.15
2685.24,0.157
2685.63,0.164
2686.02,0.169
2686.41,0.174
2686.80,0.176
2687.19,0.177
2687.58,0.176
2687.97,0.176
2688.36,0.176
2688.75,0.173
2689.14,0.167
2689.53,
2689.92,
2690.31,
2690.70,
2691.09,
2691.48,
2691.87,
2692.27,
2692.66,0.217
2693.05,0.221
2693.44,0.223
2693.83,0.224
2694.22,0.225
2694.61,0.224
2695.00,0.224
2695.39,0.222
2695.78,0.219
2696.17,0.216
2696.56,0.21
2696.95,0.203
2697.34,0.193
2697.73,0.181
2698.12,0.168
2698.51,0.154
2698.90,0.141
2699.29,0.128
2699.68,0.116
2700.07,0.106
2700.46,0.0983
2700.85,0.0921
2701.24,0.0859
2701.63,0.079
2702.02,0.072
2702.41,0.0643
2702.80,0.0567
2703.26,0.0495
2703.79,0.0431
2704.32,0.038
2704.85,0.0347
2705.39,0.0337
2705.92,0.0354
2706.45,0.0402
2706.98,0.0484
2707.51,0.0592
2707.96,0.0716
2708.42,0.084
2708.87,0.096
2709.32,0.107
2709.77,0.118
2710.22,0.127
2710.67,0.135
2711.12,0.144
2711.57,0.154
2712.03,0.165
2712.48,0.176
2712.93,0.187
2713.38,0.197
2713.83,0.204
2714.28,0.211
2714.73,0.214
2715.18,
2715.64,
2716.09,
2716.54,
2716.99,
2717.44,
2717.89,
2718.34,0.255
2718.79,0.267
2719.25,0.272
2719.70,0.273
2720.15,0.27
2720.60,0.264
2721.05,0.256
2721.50,0.247
2721.95,0.236
2722.40,0.225
2722.86,0.215
2723.31,0.208
2723.76,0.203
2724.21,0.202
2724.66,0.202
2725.11,0.205
2725.56,0.21
2726.01,0.216
2726.47,0.222
2726.92,0.229
2727.37,0.236
2727.82,0.242
2728.27,0.247
2728.72,0.25
2729.17,0.25
2729.62,0.248
2730.08,0.244
2730.53,0.238
2730.98,0.231
2731.43,0.224
2731.88,0.217
2732.33,0.21
2732.78,0.206
2733.25,0.203
2733.71,0.202
2734.17,0.203
2734.63,0.205
2735.10,0.207
2735.56,0.209
2736.02,0.212
2736.48,0.213
2736.95,0.214
2737.41,0.214
2737.87,0.212
2738.33,0.21
2738.80,0.207
2739.26,0.203
2739.72,0.199
2740.18,0.195
2740.65,0.189
2741.11,0.183
2741.57,0.177
2742.03,0.17
2742.50,0.162
2742.96,0.154
2743.42,0.145
2743.88,0.136
2744.35,0.127
2744.81,0.12
2745.27,0.114
2745.73,0.11
2746.20,0.107
2746.66,0.107
2747.12,0.107
2747.58,0.109
2748.05,0.11
2748.51,0.112
2748.97,0.115
2749.44,0.118
2749.90,0.121
2750.36,0.123
2750.82,0.125
2751.29,0.126
2751.75,0.127
2752.21,0.128
2752.67,0.129
2753.14,0.131
2753.60,0.134
2754.06,0.138
2754.52,0.143
2754.99,0.147
2755.45,0.152
2755.91,0.157
2756.37,0.164
2756.84,0.172
2757.30,0.18
2757.76,0.189
2758.22,0.198
2758.69,0.207
2759.15,0.216
2759.61,0.225
2760.07,0.235
2760.54,0.245
2761.00,0.253
2761.46,0.262
2761.92,0.271
2762.39,0.28
2762.85,0.29
2763.31,0.301
2763.77,0.309
2764.24,0.315
2764.70,0.317
2765.16,0.315
2765.62,0.308
2766.09,0.297
2766.55,0.281
2767.01,0.263
2767.47,0.244
2767.94,0.223
2768.40,0.204
2768.86,0.188
2769.32,0.176
2769.79,0.169
2770.29,0.165
2770.79,0.164
2771.29,0.166
2771.79,0.168
2772.29,0.171
2772.80,0.173
2773.30,0.175
2773.80,0.177
2774.30,0.178
2774.80,0.178
2775.30,0.178
2775.80,0.179
2776.31,0.181
2776.81,0.182
2777.31,0.183
2777.81,0.182
2778.31,0.181
2778.81,0.179
2779.31,0.177
2779.82,0.175
2780.32,0.174
2780.82,0.172
2781.32,0.171
2781.82,0.169
2782.32,0.166
2782.82,0.163
2783.32,0.16
2783.83,0.155
2784.33,0.149
2784.83,0.142
2785.33,
2785.83,
2786.33,
2786.83,
2787.34,
2787.84,
2788.34,
2788.84,0.0672
2789.34,0.0695
2789.84,0.0705
2790.34,0.0715
2790.85,0.0728
2791.35,0.0746
2791.85,0.0766
2792.35,0.0789
2792.85,0.0815
2793.35,0.0849
2793.85,0.0891
2794.36,0.0946
2794.86,0.101
2795.36,0.11
2795.86,0.12
2796.36,0.131
2796.86,0.142
2797.36,0.152
2797.87,0.161
2798.37,0.169
2798.87,0.176
2799.37,0.183
2799.87,0.189
2800.37,0.195
2800.87,0.2
2801.38,0.205
2801.88,0.208
2802.38,0.212
2802.88,0.215
2803.38,0.219
2803.88,0.222
2804.38,0.225
2804.89,0.228
2805.39,0.23
2805.89,0.232
2806.39,0.233
2806.89,0.235
2807.39,0.237
2807.89,0.239
2808.40,0.241
2808.90,0.243
2809.40,0.245
2809.90,0.247
2810.40,0.249
2810.90,0.251
2811.40,0.252
2811.90,0.252
2812.41,0.252
2812.91,0.251
2813.41,0.248
2813.91,0.244
2814.41,0.239
2814.91,0.232
2815.41,0.224
2815.92,0.215
2816.42,0.206
2816.92,0.196
2817.42,0.186
2817.92,0.177
2818.42,0.168
2818.92,0.158
2819.43,0.149
2819.93,0.142
2820.43,0.135
2820.93,0.13
2821.43,0.125
2821.93,0.12
2822.43,0.114
2822.94,0.108
2823.44,0.101
2823.94,0.0933
2824.44,0.0847
2824.95,0.0757
2825.45,0.0676
2825.95,0.0606
2826.46,0.0558
2826.96,0.0534
2827.46,0.0537
2827.97,0.0562
2828.47,0.0596
2828.97,0.0634
2829.48,0.0671
2829.98,0.0706
2830.49,0.0737
2830.99,0.0769
2831.50,0.0807
2832.00,0.0855
2832.51,0.0914
2833.01,0.0982
2833.52,0.106
2834.02,0.113
2834.53,0.121
2835.03,0.128
2835.54,0.134
2836.04,0.139
2836.55,0.143
2837.05,0.146
2837.56,0.149
2838.06,0.152
2838.57,0.154
2839.07,0.155
2839.58,0.155
2840.08,0.155
2840.59,0.154
2841.09,0.153
2841.60,0.152
2842.10,0.15
2842.61,0.149
2843.11,0.147
2843.62,0.146
2844.12,0.144
2844.63,0.143
2845.13,0.142
2845.64,0.14
2846.14,0.14
2846.64,0.14
2847.15,0.14
2847.65,0.141
2848.16,0.142
2848.66,0.145
2849.17,0.148
2849.67,0.152
2850.18,0.156
2850.68,0.161
2851.19,0.165
2851.69,0.169
2852.20,0.172
2852.70,0.174
2853.21,0.176
2853.71,0.177
2854.22,0.179
2854.72,0.18
2855.23,0.182
2855.73,0.183
2856.24,0.183
2856.74,0.182
2857.25,0.18
2857.75,0.178
2858.26,0.174
2858.76,0.169
2859.27,0.163
2859.77,0.153
2860.28,
2860.78,
2861.29,
2861.79,
2862.30,
2862.80,
2863.31,
2863.81,
2864.31,0.0882
2864.82,0.0893
2865.32,0.0868
2865.83,0.0816
2866.33,0.075
2866.84,0.0684
2867.34,0.0622
2867.85,0.0571
2868.35,0.0534
2868.86,0.0512
2869.36,0.0503
2869.87,0.0498
2870.37,0.0487
2870.88,0.0473
2871.34,0.0465
2871.78,0.0473
2872.22,0.0502
2872.67,0.0545
2873.11,0.0594
2873.55,0.064
2873.99,0.0682
2874.44,0.0718
2874.88,0.0749
2875.32,0.0778
2875.77,0.081
2876.23,0.0848
2876.69,0.0896
2877.15,0.0953
2877.61,0.102
2878.07,0.11
2878.53,0.119
2878.99,0.128
2879.45,0.137
2879.91,0.146
2880.38,0.154
2880.84,0.16
2881.30,0.166
2881.76,0.17
2882.22,0.172
2882.68,0.174
2883.14,0.175
2883.60,0.175
2884.06,0.175
2884.52,0.176
2884.98,0.178
2885.44,0.181
2885.91,0.184
2886.37,0.187
2886.83,0.19
2887.29,0.192
2887.75,0.193
2888.21,0.194
2888.67,0.194
2889.13,0.193
2889.59,0.192
2890.05,0.191
2890.51,0.189
2890.97,0.186
2891.44,0.183
2891.90,0.179
2892.36,0.174
2892.82,0.17
2893.14,0.166
2893.58,0.163
2894.02,0.16
2894.45,0.157
2894.89,0.153
2895.32,0.149
2895.76,0.145
2896.19,0.142
2896.63,0.14
2897.07,0.139
2897.50,0.137
2897.94,0.134
2898.37,0.131
2898.81,0.128
2899.29,0.125
2899.78,0.122
2900.27,0.121
2900.79,0.123
2901.30,0.128
2901.81,0.134
2902.32,0.142
2902.83,0.149
2903.34,0.155
2903.85,0.16
2904.36,0.165
2904.88,0.168
2905.39,0.172
2905.90,0.175
2906.41,0.177
2906.92,0.18
2907.43,0.182
2907.94,0.183
2908.45,0.185
2908.97,0.186
2909.48,0.189
2909.99,0.193
2910.50,0.196
2911.01,0.197
2911.52,0.198
2912.03,0.198
2912.55,0.197
2913.06,0.196
2913.57,0.196
2914.08,0.195
2914.59,0.195
2915.10,0.193
2915.61,0.192
2916.12,0.189
2916.64,0.185
2917.15,0.178
2917.66,0.169
2918.17,0.157
2918.68,0.144
2919.19,0.131
2919.70,0.118
2920.21,0.107
2920.73,0.0964
2921.24,0.0883
2921.75,0.0834
2922.27,0.0823
2922.75,0.0856
2923.22,0.0938
2923.70,0.107
2924.17,0.124
2924.65,0.142
2925.13,0.159
2925.60,0.173
2926.08,0.182
2926.55,0.187
2927.03,0.186
2927.50,0.181
2927.98,0.174
2928.46,0.164
2928.93,0.152
2929.41,0.14
2929.88,0.126
2930.36,0.111
2930.84,0.0955
2931.31,0.0815
2931.79,0.0694
2932.26,0.0602
2932.74,0.0539
2933.22,0.0504
2933.69,0.0492
2934.17,0.05
2934.64,0.0521
2935.12,0.0554
2935.60,0.0596
2936.07,0.064
2936.55,0.0687
2937.02,0.0732
2937.50,0.0771
2937.98,0.0804
2938.45,0.0828
2938.93,0.0834
2939.40,0.0815
2939.88,0.0766
2940.36,0.0692
2940.83,0.0605
2941.31,0.0511
2941.78,0.0415
2942.26,0.0327
2942.74,0.0251
2943.22,0.0192
2943.72,0.0151
2944.21,0.0128
2944.71,0.0117
2945.20,0.0117
2945.69,0.0128
2946.18,0.0153
2946.67,0.0187
2947.16,0.0222
2947.64,0.0256
2948.13,0.0282
2948.62,0.0299
2949.11,0.031
2949.60,0.0317
2950.09,0.032
2950.58,0.0319
2951.07,0.0317
2951.56,0.0314
2952.04,0.0312
2952.53,0.0307
2953.02,0.03
2953.51,0.0292
2954.00,0.0283
2954.49,0.0274
2954.98,0.0266
2955.47,
2955.96,
2956.44,
2956.93,
2957.42,
2957.91,
2958.40,
2958.89,0.0325
2959.38,0.0338
2959.87,0.0338
2960.36,0.0328
2960.84,0.0307
2961.33,0.0279
2961.82,0.0247
2962.31,0.0218
2962.80,0.0194
2963.29,0.0176
2963.78,0.0163
2964.27,0.0154
2964.76,0.0145
2965.26,0.0136
2965.78,0.0128
2966.30,0.0124
2966.82,0.0126
2967.33,0.0137
2967.85,0.0155
2968.37,0.0178
2968.89,0.0204
2969.41,0.0231
2969.93,0.0256
2970.45,0.0275
2970.97,0.0289
2971.49,0.0295
2972.00,0.0295
2972.54,0.029
2973.07,0.0279
2973.60,0.0265
2974.14,0.0252
2974.67,0.0238
2975.21,0.0225
2975.74,0.0214
2976.27,0.0205
2976.81,0.0198
2977.34,0.0194
2977.87,0.0194
2978.41,0.0195
2978.94,0.0199
2979.47,0.0205
2980.01,0.0211
2980.54,0.0219
2981.08,0.0228
2981.61,0.0238
2982.14,0.0249
2982.68,0.0262
2983.21,0.0277
2983.74,0.0296
2984.28,0.0317
2984.81,0.0338
2985.34,0.0358
2985.88,0.0373
2986.41,0.0378
2986.95,0.037
2987.48,0.0345
2988.01,0.0306
2988.55,0.0259
2989.08,0.0213
2989.60,0.0173
2990.13,0.0143
2990.65,0.012
2991.17,0.0104
2991.69,0.00931
2992.22,0.00871
2992.74,0.00869
2993.26,0.00921
2993.79,0.0101
2994.31,0.0112
2994.83,0.0123
2995.34,0.0133
2995.86,0.0142
2996.37,0.0148
2996.89,0.0153
2997.40,0.0156
2997.92,0.0158
2998.43,0.0159
2998.95,0.016
2999.46,0.016
2999.98,0.0161
3000.49,0.0162
3001.01,0.0162
3001.52,0.0164
3002.04,0.0165
3002.55,0.0166
3003.01,0.0168
3003.47,0.0171
3003.93,0.0174
3004.38,0.0178
3004.84,0.0182
3005.30,0.0186
3005.76,0.0191
3006.22,0.0197
3006.67,0.0203
3007.13,0.021
3007.59,0.0218
3008.05,0.0225
3008.51,0.0232
3008.96,0.0238
3009.42,0.0243
3009.88,0.0247
3010.34,0.0252
3010.79,0.0255
3011.25,0.0255
3011.71,0.0251
3012.17,0.0242
3012.63,0.0228
3013.08,0.0212
3013.54,0.0195
3014.00,0.018
3014.42,0.0169
3014.85,0.0164
3015.27,0.0166
3015.69,0.0175
3016.12,0.0191
3016.54,0.0208
3016.96,0.0222
3017.38,0.0229
3017.81,0.0228
3018.23,0.0221
3018.65,0.0211
3019.08,0.02
3019.50,0.0191
3019.92,0.0184
3020.35,0.0179
3020.77,0.0177
3021.19,0.0178
3021.62,0.0182
3022.04,0.0187
3022.46,0.0194
3022.88,0.0201
3023.31,0.0208
3023.73,0.0214
3024.15,0.022
3024.58,0.0226
3025.00,0.0232
3025.42,0.0238
3025.85,0.0245
3026.27,0.0253
3026.69,0.0259
3027.12,0.0264
3027.54,0.0264
3027.96,0.0257
3028.38,
3028.81,
3029.23,
3029.65,
